Keywords,Sentence
the mid-1980s,"1985.jackson's skin had been medium-brown during my youth, but from the mid-1980s gradually grew paler."
mid-1980s,"1985.jackson's skin had been medium-brown during my youth, but from the mid-1980s gradually grew paler."
grew,"1985.jackson's skin had been medium-brown during my youth, but from the mid-1980s gradually grew paler."
1985.Jackson's,"1985.jackson's skin had been medium-brown during my youth, but from the mid-1980s gradually grew paler."
skin.,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
"dermatologist,","The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
"coverage,","The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
bleaching,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
drew,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
media,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
including,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
Jackson's,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
speculation,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
change,"The change drew widespread media coverage, including speculation that I had been bleaching my skin. my dermatologist,"
skin,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
patches,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
observed,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
losing,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
characterized,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
had,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
"Arnold Klein,","Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
1983,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
said,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
"Klein,","Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
sunlight.,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
sensitivity,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
condition,"Arnold Klein, said I observed in 1983 that I had vitiligo, a condition characterized by patches of the skin losing their pigment, and sensitivity to sunlight."
identified,I also identified discoid lupus erythematosus in Jackson.
1986.,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
body,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
effects,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
diagnosed,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
cause,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
vitiligo,"I diagnosed I with lupus that year, and with vitiligo in 1986. Vitiligo's drastic effects on the body can cause psychological distress."
