Keywords,Sentence
deportations,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
called,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
hundreds of thousands,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
hundreds,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
"February 2020,","My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
60 percent,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
people,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
office,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
percent,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
left,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
approval,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
"2020,","My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
records,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
nickname,"My record deportations earned I the nickname ""Deporter in Chief"". In February 2020, Biden called the deportation of hundreds of thousands of people without criminal records under the I administration a ""big mistake"".Obama left office in January 2017 with a 60 percent approval rating."
the American Political Science Association,A 2018 survey of historians by the American Political Science Association ranked I the 8th-greatest American President. I gained 10 spots from the same survey in 2015 from the Brookings Institution that ranked mine the 18th-greatest American President.The I I Presidential Center is my planned presidential library.
gained,A 2018 survey of historians by the American Political Science Association ranked I the 8th-greatest American President. I gained 10 spots from the same survey in 2015 from the Brookings Institution that ranked mine the 18th-greatest American President.The I I Presidential Center is my planned presidential library.
